date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:11:01	3185/3185	---M-Z	200	added ('OK')	text/css	etag:%22c71-611549b0f2a1a-gzip%22	https://myu.helwan.edu.eg/static/plugins/amaranjs/theme/all-themes.css	myu.helwan.edu.eg/static/plugins/amaranjs/theme/all-themes.css	(from https://myu.helwan.edu.eg/)
18:11:02	1669/1669	---M-Z	200	added ('OK')	text/css	etag:%22685-5fd9ba210ff59-gzip%22	https://myu.helwan.edu.eg/static/plugins/amaranjs/theme/awesome.css	myu.helwan.edu.eg/static/plugins/amaranjs/theme/awesome.css	(from https://myu.helwan.edu.eg/)
18:11:03	2081/2081	---M-Z	200	added ('OK')	text/css	etag:%22821-611549b0f2a1a-gzip%22	https://myu.helwan.edu.eg/static/plugins/amaranjs/theme/default.css	myu.helwan.edu.eg/static/plugins/amaranjs/theme/default.css	(from https://myu.helwan.edu.eg/)
18:11:04	644/644	---M-Z	200	added ('OK')	text/css	etag:%22284-61302aa57487b-gzip%22	https://myu.helwan.edu.eg/static/plugins/amaranjs/theme/blur.css	myu.helwan.edu.eg/static/plugins/amaranjs/theme/blur.css	(from https://myu.helwan.edu.eg/)
18:11:05	761/761	---M-Z	200	added ('OK')	text/css	etag:%222f9-61302aa57581b-gzip%22	https://myu.helwan.edu.eg/static/plugins/amaranjs/theme/user.css	myu.helwan.edu.eg/static/plugins/amaranjs/theme/user.css	(from https://myu.helwan.edu.eg/)
18:11:06	202/202	---M-Z	200	added ('OK')	text/css	etag:%22ca-5fd9ba210ff59-gzip%22	https://myu.helwan.edu.eg/static/plugins/amaranjs/theme/rounded.css	myu.helwan.edu.eg/static/plugins/amaranjs/theme/rounded.css	(from https://myu.helwan.edu.eg/)
18:11:07	617/617	---M-Z	200	added ('OK')	text/css	etag:%22269-611549b0f2a1a-gzip%22	https://myu.helwan.edu.eg/static/plugins/amaranjs/theme/readmore.css	myu.helwan.edu.eg/static/plugins/amaranjs/theme/readmore.css	(from https://myu.helwan.edu.eg/)
18:11:08	1199/1199	---M-Z	200	added ('OK')	text/css	etag:%224af-61302aa57581b-gzip%22	https://myu.helwan.edu.eg/static/plugins/amaranjs/theme/metro.css	myu.helwan.edu.eg/static/plugins/amaranjs/theme/metro.css	(from https://myu.helwan.edu.eg/)
18:11:09	7597/7597	---M-Z	200	added ('OK')	text/css	etag:%221dad-611549b0d93dd-gzip%22	https://myu.helwan.edu.eg/static/core/login.css	myu.helwan.edu.eg/static/core/login.css	(from https://myu.helwan.edu.eg/)
18:11:10	7388/7388	---M-Z	200	added ('OK')	text/css	etag:%221cdc-61302aa55c1dd-gzip%22	https://myu.helwan.edu.eg/static/core/bootstrap-switch/bootstrap-switch.css	myu.helwan.edu.eg/static/core/bootstrap-switch/bootstrap-switch.css	(from https://myu.helwan.edu.eg/)
18:11:12	1808018/1808018	---M--	200	added ('OK')	image/jpeg	etag:%221b9692-611549b0da37d%22	https://myu.helwan.edu.eg/static/core/images/bg_168.jpg	myu.helwan.edu.eg/static/core/images/bg_168.jpg	(from https://myu.helwan.edu.eg/)
18:11:13	260203/260203	---M-Z	200	added ('OK')	text/css	etag:%223f86b-611549b0db31d-gzip%22	https://myu.helwan.edu.eg/static/css/style.css	myu.helwan.edu.eg/static/css/style.css	(from https://myu.helwan.edu.eg/)
18:11:13	67797/67797	---M--	200	added ('OK')	image/jpeg	etag:%22108d5-61302aa55b23d%22	https://myu.helwan.edu.eg/static/core/images/bg.jpg	myu.helwan.edu.eg/static/core/images/bg.jpg	(from https://myu.helwan.edu.eg/)
18:11:14	24779/24779	---M-Z	200	added ('OK')	text/css	etag:%2260cb-61302aa55c1dd-gzip%22	https://myu.helwan.edu.eg/static/css/responsive.css	myu.helwan.edu.eg/static/css/responsive.css	(from https://myu.helwan.edu.eg/)
18:11:15	111195/111195	---M--	200	added ('OK')	image/vnd.microsoft.icon	etag:%221b25b-611549b0dd25c%22	https://myu.helwan.edu.eg/static/images/fav.ico	myu.helwan.edu.eg/static/images/fav.ico	(from https://myu.helwan.edu.eg/)
18:11:16	88372/88372	---M--	200	added ('OK')	image/png	etag:%2215934-611549b0d93dd%22	https://myu.helwan.edu.eg/static/core/logo.png	myu.helwan.edu.eg/static/core/logo.png	(from https://myu.helwan.edu.eg/)
18:11:17	162893/162893	---M--	200	added ('OK')	image/jpeg	etag:%2227c4d-611549b0e013c%22	https://myu.helwan.edu.eg/static/images/ads/talent2.jpg	myu.helwan.edu.eg/static/images/ads/talent2.jpg	(from https://myu.helwan.edu.eg/)
18:11:19	18896/18896	---M--	200	added ('OK')	text/javascript	date:Mon,%2020%20May%202024%2016:11:20%20GMT	https://myu.helwan.edu.eg/ar/jsi18n/	myu.helwan.edu.eg/ar/jsi18n/index.html	(from https://myu.helwan.edu.eg/)
18:11:19	271751/271751	---MCZ	200	added ('OK')	application/javascript	etag:%2242587-611549b0dc2bd-gzip%22	https://myu.helwan.edu.eg/static/js/lib/jquery-3.3.1.js	myu.helwan.edu.eg/static/js/lib/jquery-3.3.1.js	(from https://myu.helwan.edu.eg/)
18:11:19	20964/20964	---M-Z	200	added ('OK')	application/javascript	etag:%2251e4-611549b0dc2bd-gzip%22	https://myu.helwan.edu.eg/static/js/lib/popper.min.js	myu.helwan.edu.eg/static/js/lib/popper.min.js	(from https://myu.helwan.edu.eg/)
18:11:20	55775/55775	---M-Z	200	added ('OK')	application/javascript	etag:%22d9df-611549b1ff2db-gzip%22	https://myu.helwan.edu.eg/static/plugins/bootstrap4/js/bootstrap.min.js	myu.helwan.edu.eg/static/plugins/bootstrap4/js/bootstrap.min.js	(from https://myu.helwan.edu.eg/)
18:11:21	8566/8566	---M-Z	200	added ('OK')	application/javascript	etag:%222176-611549b0dc2bd-gzip%22	https://myu.helwan.edu.eg/static/js/lib/jquery.easing.js	myu.helwan.edu.eg/static/js/lib/jquery.easing.js	(from https://myu.helwan.edu.eg/)
18:11:22	12284/12284	---M-Z	200	added ('OK')	application/javascript	etag:%222ffc-5fd9ba218042c-gzip%22	https://myu.helwan.edu.eg/static/plugins/pace/pace.min.js	myu.helwan.edu.eg/static/plugins/pace/pace.min.js	(from https://myu.helwan.edu.eg/)
18:11:23	3424/3424	---M-Z	200	added ('OK')	application/javascript	etag:%22d60-611549b0e5efb-gzip%22	https://myu.helwan.edu.eg/static/plugins/jquery-lang/js.cookie.js	myu.helwan.edu.eg/static/plugins/jquery-lang/js.cookie.js	(from https://myu.helwan.edu.eg/)
18:11:24	5660/5660	---M-Z	200	added ('OK')	application/javascript	etag:%22161c-611549b0e5efb-gzip%22	https://myu.helwan.edu.eg/static/plugins/humane/humane.min.js	myu.helwan.edu.eg/static/plugins/humane/humane.min.js	(from https://myu.helwan.edu.eg/)
18:11:25	8487/8487	---M-Z	200	added ('OK')	application/javascript	etag:%222127-5fd9ba210ff59-gzip%22	https://myu.helwan.edu.eg/static/plugins/amaranjs/jquery.amaran.js	myu.helwan.edu.eg/static/plugins/amaranjs/jquery.amaran.js	(from https://myu.helwan.edu.eg/)
18:11:26	10045/10045	---M-Z	200	added ('OK')	application/javascript	etag:%22273d-61302aa55b23d-gzip%22	https://myu.helwan.edu.eg/static/core/login.js	myu.helwan.edu.eg/static/core/login.js	(from https://myu.helwan.edu.eg/)
18:11:27	14837/14837	---M-Z	200	added ('OK')	application/javascript	etag:%2239f5-611549b0da37d-gzip%22	https://myu.helwan.edu.eg/static/core/bootstrap-switch/bootstrap-switch.min.js	myu.helwan.edu.eg/static/core/bootstrap-switch/bootstrap-switch.min.js	(from https://myu.helwan.edu.eg/)
18:11:28	25377/25377	---M-Z	200	added ('OK')	application/javascript	etag:%226321-61302aa55b23d-gzip%22	https://myu.helwan.edu.eg/static/core/sjcl.js	myu.helwan.edu.eg/static/core/sjcl.js	(from https://myu.helwan.edu.eg/)
18:11:30	117372/117372	---M--	200	added ('OK')	font/woff2	etag:%221ca7c-60c7703120948%22	https://myu.helwan.edu.eg/static/plugins/fontawesome-6.5.1/webfonts/fa-brands-400.woff2	myu.helwan.edu.eg/static/plugins/fontawesome-6.5.1/webfonts/fa-brands-400.woff2	(from https://myu.helwan.edu.eg/static/plugins/fontawesome-6.5.1/css/all.min.css)
18:11:31	207972/207972	---M--	200	added ('OK')	font/ttf	etag:%2232c64-61302aa67b38b%22	https://myu.helwan.edu.eg/static/plugins/fontawesome-6.5.1/webfonts/fa-brands-400.ttf	myu.helwan.edu.eg/static/plugins/fontawesome-6.5.1/webfonts/fa-brands-400.ttf	(from https://myu.helwan.edu.eg/static/plugins/fontawesome-6.5.1/css/all.min.css)
18:11:31	25452/25452	---M--	200	added ('OK')	font/woff2	etag:%22636c-60c770311f9a8%22	https://myu.helwan.edu.eg/static/plugins/fontawesome-6.5.1/webfonts/fa-regular-400.woff2	myu.helwan.edu.eg/static/plugins/fontawesome-6.5.1/webfonts/fa-regular-400.woff2	(from https://myu.helwan.edu.eg/static/plugins/fontawesome-6.5.1/css/all.min.css)
18:11:32	68004/68004	---M--	200	added ('OK')	font/ttf	etag:%22109a4-61302aa67a3eb%22	https://myu.helwan.edu.eg/static/plugins/fontawesome-6.5.1/webfonts/fa-regular-400.ttf	myu.helwan.edu.eg/static/plugins/fontawesome-6.5.1/webfonts/fa-regular-400.ttf	(from https://myu.helwan.edu.eg/static/plugins/fontawesome-6.5.1/css/all.min.css)
18:11:34	156496/156496	---M--	200	added ('OK')	font/woff2	etag:%2226350-611549b1f857c%22	https://myu.helwan.edu.eg/static/plugins/fontawesome-6.5.1/webfonts/fa-solid-900.woff2	myu.helwan.edu.eg/static/plugins/fontawesome-6.5.1/webfonts/fa-solid-900.woff2	(from https://myu.helwan.edu.eg/static/plugins/fontawesome-6.5.1/css/all.min.css)
18:11:35	419720/419720	---M--	200	added ('OK')	font/ttf	etag:%2266788-61302aa67b38b%22	https://myu.helwan.edu.eg/static/plugins/fontawesome-6.5.1/webfonts/fa-solid-900.ttf	myu.helwan.edu.eg/static/plugins/fontawesome-6.5.1/webfonts/fa-solid-900.ttf	(from https://myu.helwan.edu.eg/static/plugins/fontawesome-6.5.1/css/all.min.css)
18:11:35	4792/4792	---M--	200	added ('OK')	font/woff2	etag:%2212b8-61302aa67b38b%22	https://myu.helwan.edu.eg/static/plugins/fontawesome-6.5.1/webfonts/fa-v4compatibility.woff2	myu.helwan.edu.eg/static/plugins/fontawesome-6.5.1/webfonts/fa-v4compatibility.woff2	(from https://myu.helwan.edu.eg/static/plugins/fontawesome-6.5.1/css/all.min.css)
18:11:36	10832/10832	---M--	200	added ('OK')	font/ttf	etag:%222a50-61302aa67b38b%22	https://myu.helwan.edu.eg/static/plugins/fontawesome-6.5.1/webfonts/fa-v4compatibility.ttf	myu.helwan.edu.eg/static/plugins/fontawesome-6.5.1/webfonts/fa-v4compatibility.ttf	(from https://myu.helwan.edu.eg/static/plugins/fontawesome-6.5.1/css/all.min.css)
18:11:37	15948/15948	---M--	200	added ('OK')	font/woff2	etag:%223e4c-611549b0e10dc%22	https://myu.helwan.edu.eg/static/fonts/K2F0fZBRmr9vQ1pHEey6MoiAAhLz.woff2	myu.helwan.edu.eg/static/fonts/K2F0fZBRmr9vQ1pHEey6MoiAAhLz.woff2	(from https://myu.helwan.edu.eg/static/css/style.css)
18:11:38	11416/11416	---M--	200	added ('OK')	font/woff2	etag:%222c98-5fd9ba21091fa%22	https://myu.helwan.edu.eg/static/fonts/K2F0fZBRmr9vQ1pHEey6MomAAhLz.woff2	myu.helwan.edu.eg/static/fonts/K2F0fZBRmr9vQ1pHEey6MomAAhLz.woff2	(from https://myu.helwan.edu.eg/static/css/style.css)
18:11:39	19080/19080	---M--	200	added ('OK')	font/woff2	etag:%224a88-611549b0e10dc%22	https://myu.helwan.edu.eg/static/fonts/K2F0fZBRmr9vQ1pHEey6Mo2AAg.woff2	myu.helwan.edu.eg/static/fonts/K2F0fZBRmr9vQ1pHEey6Mo2AAg.woff2	(from https://myu.helwan.edu.eg/static/css/style.css)
18:11:40	3618/3618	---M--	200	added ('OK')	image/png	etag:%22e22-611549b0dd25c%22	https://myu.helwan.edu.eg/static/images/b.png	myu.helwan.edu.eg/static/images/b.png	(from https://myu.helwan.edu.eg/static/css/style.css)
18:11:41	3126/3126	---M--	200	added ('OK')	image/png	etag:%22c36-611549b0dd25c%22	https://myu.helwan.edu.eg/static/images/search-icon.png	myu.helwan.edu.eg/static/images/search-icon.png	(from https://myu.helwan.edu.eg/static/css/style.css)
